log_id,device_id,log_level,event_name,response_time_ms,timestamp
7232,SM-G991,DEBUG,notification_click,346,2026-05-15 08:08:22
9952,SM-G991,DEBUG,button_click,832,2026-05-15 08:08:22
5689,PIXEL-6,ERROR,notification_click,1202,2026-05-15 08:08:22
4099,SM-G991,INFO,button_click,1481,2026-05-15 08:08:22
8124,IPHONE-13,INFO,notification_click,549,2026-05-15 08:08:22
3707,SM-A52,INFO,app_open,978,2026-05-15 08:08:22
6319,PIXEL-6,DEBUG,app_open,12,2026-05-15 08:08:22
9853,ONEPLUS-11,DEBUG,api_call,440,2026-05-15 08:08:22
5354,IPHONE-13,ERROR,purchase,1208,2026-05-15 08:08:22
8842,SM-G991,WARNING,purchase,1173,2026-05-15 08:08:22
4852,SM-A52,DEBUG,api_call,471,2026-05-15 08:08:22
5520,PIXEL-6,INFO,button_click,205,2026-05-15 08:08:22
3965,PIXEL-6,WARNING,login_attempt,1350,2026-05-15 08:08:22
8199,SM-G991,ERROR,app_open,698,2026-05-15 08:08:22
6404,ONEPLUS-11,DEBUG,button_click,286,2026-05-15 08:08:22
5053,IPHONE-13,DEBUG,purchase,808,2026-05-15 08:08:22
4707,PIXEL-6,ERROR,app_open,980,2026-05-15 08:08:22
1952,PIXEL-6,INFO,notification_click,870,2026-05-15 08:08:22
4365,SM-A52,ERROR,login_attempt,890,2026-05-15 08:08:22
4421,ONEPLUS-11,INFO,button_click,726,2026-05-15 08:08:22
2830,IPHONE-13,WARNING,button_click,186,2026-05-15 08:08:22
1748,ONEPLUS-11,ERROR,purchase,770,2026-05-15 08:08:22
9066,IPHONE-13,ERROR,notification_click,40,2026-05-15 08:08:22
1823,ONEPLUS-11,INFO,purchase,507,2026-05-15 08:08:22
2818,SM-A52,WARNING,notification_click,323,2026-05-15 08:08:22
8026,ONEPLUS-11,DEBUG,notification_click,1397,2026-05-15 08:08:22
6944,ONEPLUS-11,WARNING,api_call,707,2026-05-15 08:08:22
8504,ONEPLUS-11,INFO,button_click,390,2026-05-15 08:08:22
7667,SM-A52,ERROR,login_attempt,940,2026-05-15 08:08:22
9679,PIXEL-6,INFO,notification_click,540,2026-05-15 08:08:22
8646,ONEPLUS-11,INFO,api_call,226,2026-05-15 08:08:22
3984,PIXEL-6,DEBUG,logout,986,2026-05-15 08:08:22
2068,SM-G991,INFO,api_call,118,2026-05-15 08:08:22
5151,SM-A52,WARNING,button_click,731,2026-05-15 08:08:22
4013,PIXEL-6,WARNING,app_open,551,2026-05-15 08:08:22
5825,IPHONE-13,WARNING,notification_click,75,2026-05-15 08:08:22
7256,IPHONE-13,WARNING,notification_click,205,2026-05-15 08:08:22
2065,ONEPLUS-11,DEBUG,app_open,963,2026-05-15 08:08:22
5339,PIXEL-6,INFO,api_call,1132,2026-05-15 08:08:22
1742,PIXEL-6,WARNING,logout,1118,2026-05-15 08:08:22
9051,IPHONE-13,INFO,app_open,642,2026-05-15 08:08:22
1123,SM-A52,ERROR,notification_click,860,2026-05-15 08:08:22
1390,ONEPLUS-11,INFO,api_call,1102,2026-05-15 08:08:22
1244,ONEPLUS-11,WARNING,notification_click,1236,2026-05-15 08:08:22
1199,SM-A52,INFO,logout,1213,2026-05-15 08:08:22
3815,SM-A52,DEBUG,app_open,1264,2026-05-15 08:08:22
5585,ONEPLUS-11,WARNING,notification_click,1496,2026-05-15 08:08:22
9194,SM-G991,DEBUG,login_attempt,185,2026-05-15 08:08:22
7119,SM-A52,WARNING,button_click,1256,2026-05-15 08:08:22
4745,SM-A52,DEBUG,purchase,742,2026-05-15 08:08:22
4116,SM-A52,WARNING,app_open,382,2026-05-15 08:08:22
4885,PIXEL-6,INFO,app_open,1406,2026-05-15 08:08:22
7394,SM-A52,DEBUG,logout,1066,2026-05-15 08:08:22
5564,PIXEL-6,ERROR,purchase,295,2026-05-15 08:08:22
5425,PIXEL-6,INFO,app_open,104,2026-05-15 08:08:22
5987,SM-A52,ERROR,app_open,443,2026-05-15 08:08:22
7395,SM-A52,INFO,purchase,1029,2026-05-15 08:08:22
6140,ONEPLUS-11,WARNING,login_attempt,974,2026-05-15 08:08:22
9218,PIXEL-6,DEBUG,logout,1028,2026-05-15 08:08:22
5255,SM-G991,DEBUG,notification_click,635,2026-05-15 08:08:22
8724,ONEPLUS-11,INFO,button_click,66,2026-05-15 08:08:22
9749,PIXEL-6,INFO,notification_click,680,2026-05-15 08:08:22
5595,IPHONE-13,DEBUG,button_click,177,2026-05-15 08:08:22
3948,PIXEL-6,DEBUG,login_attempt,825,2026-05-15 08:08:22
7315,SM-A52,INFO,logout,49,2026-05-15 08:08:22
5478,IPHONE-13,DEBUG,login_attempt,1356,2026-05-15 08:08:22
1349,ONEPLUS-11,DEBUG,notification_click,1310,2026-05-15 08:08:22
3162,PIXEL-6,WARNING,button_click,1357,2026-05-15 08:08:22
6954,IPHONE-13,INFO,notification_click,243,2026-05-15 08:08:22
6672,IPHONE-13,INFO,app_open,325,2026-05-15 08:08:22
4856,IPHONE-13,INFO,api_call,323,2026-05-15 08:08:22
7383,SM-A52,DEBUG,login_attempt,1429,2026-05-15 08:08:22
9465,SM-A52,ERROR,app_open,820,2026-05-15 08:08:22
4324,SM-A52,INFO,notification_click,1324,2026-05-15 08:08:22
2561,IPHONE-13,ERROR,notification_click,506,2026-05-15 08:08:22
5159,SM-G991,INFO,logout,1287,2026-05-15 08:08:22
9745,SM-A52,DEBUG,notification_click,950,2026-05-15 08:08:22
2257,PIXEL-6,DEBUG,app_open,92,2026-05-15 08:08:22
1427,ONEPLUS-11,ERROR,login_attempt,59,2026-05-15 08:08:22
7547,ONEPLUS-11,INFO,api_call,122,2026-05-15 08:08:22
4950,IPHONE-13,DEBUG,api_call,25,2026-05-15 08:08:22
2959,IPHONE-13,INFO,login_attempt,696,2026-05-15 08:08:22
4377,ONEPLUS-11,INFO,button_click,1227,2026-05-15 08:08:22
5536,SM-G991,DEBUG,login_attempt,752,2026-05-15 08:08:22
8454,IPHONE-13,INFO,logout,670,2026-05-15 08:08:22
8671,ONEPLUS-11,DEBUG,button_click,894,2026-05-15 08:08:22
5897,SM-G991,DEBUG,app_open,957,2026-05-15 08:08:22
7189,SM-A52,WARNING,login_attempt,625,2026-05-15 08:08:22
4884,ONEPLUS-11,WARNING,login_attempt,301,2026-05-15 08:08:22
9720,IPHONE-13,WARNING,notification_click,839,2026-05-15 08:08:22
4347,ONEPLUS-11,WARNING,api_call,32,2026-05-15 08:08:22
6351,SM-G991,WARNING,purchase,1402,2026-05-15 08:08:22
1492,SM-A52,ERROR,api_call,431,2026-05-15 08:08:22
6918,SM-A52,WARNING,notification_click,997,2026-05-15 08:08:22
1298,PIXEL-6,DEBUG,api_call,171,2026-05-15 08:08:22
9374,ONEPLUS-11,WARNING,api_call,1376,2026-05-15 08:08:22
1010,SM-A52,ERROR,notification_click,464,2026-05-15 08:08:22
3924,PIXEL-6,DEBUG,purchase,822,2026-05-15 08:08:22
4802,SM-A52,ERROR,logout,32,2026-05-15 08:08:22
7712,PIXEL-6,DEBUG,button_click,1095,2026-05-15 08:08:22
4402,SM-G991,DEBUG,button_click,115,2026-05-15 08:08:22
4351,SM-G991,INFO,app_open,1284,2026-05-15 08:08:22
3790,ONEPLUS-11,ERROR,app_open,481,2026-05-15 08:08:22
6219,SM-G991,WARNING,api_call,1480,2026-05-15 08:08:22
2593,SM-G991,WARNING,notification_click,1091,2026-05-15 08:08:22
9438,ONEPLUS-11,INFO,login_attempt,38,2026-05-15 08:08:22
7743,SM-A52,ERROR,app_open,179,2026-05-15 08:08:22
1263,SM-G991,INFO,logout,1415,2026-05-15 08:08:22
8306,SM-G991,DEBUG,purchase,1269,2026-05-15 08:08:22
1918,PIXEL-6,DEBUG,notification_click,1340,2026-05-15 08:08:22
5592,PIXEL-6,INFO,app_open,1442,2026-05-15 08:08:22
9359,IPHONE-13,INFO,app_open,808,2026-05-15 08:08:22
2986,PIXEL-6,WARNING,purchase,951,2026-05-15 08:08:22
6425,PIXEL-6,INFO,button_click,1133,2026-05-15 08:08:22
3912,SM-G991,INFO,notification_click,1453,2026-05-15 08:08:22
9676,ONEPLUS-11,WARNING,purchase,147,2026-05-15 08:08:22
8375,IPHONE-13,ERROR,logout,484,2026-05-15 08:08:22
8734,IPHONE-13,DEBUG,app_open,273,2026-05-15 08:08:22
2221,SM-G991,DEBUG,app_open,1157,2026-05-15 08:08:22
7984,SM-A52,INFO,app_open,306,2026-05-15 08:08:22
3142,ONEPLUS-11,WARNING,purchase,31,2026-05-15 08:08:22
3062,SM-G991,DEBUG,purchase,937,2026-05-15 08:08:22
1497,IPHONE-13,ERROR,purchase,218,2026-05-15 08:08:22
1802,ONEPLUS-11,DEBUG,api_call,519,2026-05-15 08:08:22
3022,IPHONE-13,WARNING,api_call,1458,2026-05-15 08:08:22
1929,SM-G991,INFO,logout,197,2026-05-15 08:08:22
3050,PIXEL-6,ERROR,login_attempt,122,2026-05-15 08:08:22
7807,SM-A52,INFO,app_open,314,2026-05-15 08:08:22
5780,SM-G991,DEBUG,notification_click,934,2026-05-15 08:08:22
6339,IPHONE-13,WARNING,button_click,540,2026-05-15 08:08:22
3611,SM-A52,INFO,app_open,1089,2026-05-15 08:08:22
7113,ONEPLUS-11,ERROR,app_open,218,2026-05-15 08:08:22
2120,SM-G991,WARNING,api_call,160,2026-05-15 08:08:22
3768,IPHONE-13,WARNING,api_call,550,2026-05-15 08:08:22
8619,PIXEL-6,INFO,button_click,1047,2026-05-15 08:08:22
5169,PIXEL-6,WARNING,app_open,354,2026-05-15 08:08:22
2623,ONEPLUS-11,INFO,api_call,1161,2026-05-15 08:08:22
7659,SM-A52,WARNING,notification_click,856,2026-05-15 08:08:22
3839,SM-G991,INFO,button_click,495,2026-05-15 08:08:22
6372,SM-G991,ERROR,app_open,304,2026-05-15 08:08:22
1097,ONEPLUS-11,WARNING,purchase,932,2026-05-15 08:08:22
5940,ONEPLUS-11,DEBUG,button_click,1493,2026-05-15 08:08:22
7035,SM-G991,INFO,logout,1063,2026-05-15 08:08:22
1995,ONEPLUS-11,INFO,notification_click,813,2026-05-15 08:08:22
5263,SM-G991,WARNING,button_click,881,2026-05-15 08:08:22
9786,ONEPLUS-11,ERROR,api_call,324,2026-05-15 08:08:22
5779,ONEPLUS-11,DEBUG,api_call,683,2026-05-15 08:08:22
3279,PIXEL-6,ERROR,logout,326,2026-05-15 08:08:22
2773,ONEPLUS-11,DEBUG,api_call,213,2026-05-15 08:08:22
3481,PIXEL-6,WARNING,logout,972,2026-05-15 08:08:22
4165,SM-A52,WARNING,purchase,633,2026-05-15 08:08:22
6814,SM-G991,ERROR,api_call,1108,2026-05-15 08:08:22
1627,PIXEL-6,DEBUG,app_open,1444,2026-05-15 08:08:22
3432,ONEPLUS-11,WARNING,notification_click,347,2026-05-15 08:08:22
7150,IPHONE-13,WARNING,logout,683,2026-05-15 08:08:22
6683,ONEPLUS-11,WARNING,notification_click,1476,2026-05-15 08:08:22
8528,IPHONE-13,WARNING,purchase,191,2026-05-15 08:08:22
9428,PIXEL-6,ERROR,notification_click,416,2026-05-15 08:08:22
2124,SM-G991,WARNING,api_call,1016,2026-05-15 08:08:22
1126,SM-A52,INFO,notification_click,512,2026-05-15 08:08:22
7959,SM-G991,WARNING,logout,878,2026-05-15 08:08:22
2056,PIXEL-6,INFO,purchase,568,2026-05-15 08:08:22
4870,SM-A52,INFO,purchase,1173,2026-05-15 08:08:22
4597,PIXEL-6,WARNING,button_click,398,2026-05-15 08:08:22
9730,SM-G991,DEBUG,logout,270,2026-05-15 08:08:22
7568,SM-A52,WARNING,button_click,1067,2026-05-15 08:08:22
6074,ONEPLUS-11,DEBUG,logout,872,2026-05-15 08:08:22
3708,IPHONE-13,WARNING,button_click,1204,2026-05-15 08:08:22
3327,SM-A52,INFO,logout,732,2026-05-15 08:08:22
7175,PIXEL-6,WARNING,login_attempt,977,2026-05-15 08:08:22
1204,IPHONE-13,INFO,login_attempt,873,2026-05-15 08:08:22
7182,PIXEL-6,WARNING,notification_click,140,2026-05-15 08:08:22
3936,IPHONE-13,INFO,logout,479,2026-05-15 08:08:22
5928,IPHONE-13,WARNING,notification_click,1147,2026-05-15 08:08:22
7760,ONEPLUS-11,DEBUG,notification_click,1450,2026-05-15 08:08:22
2107,SM-G991,INFO,button_click,89,2026-05-15 08:08:22
3014,ONEPLUS-11,INFO,api_call,1487,2026-05-15 08:08:22
3809,SM-A52,WARNING,notification_click,419,2026-05-15 08:08:22
3584,SM-G991,ERROR,logout,1163,2026-05-15 08:08:22
9980,IPHONE-13,WARNING,login_attempt,1457,2026-05-15 08:08:22
5033,ONEPLUS-11,WARNING,api_call,626,2026-05-15 08:08:22
3253,PIXEL-6,DEBUG,notification_click,130,2026-05-15 08:08:22
2709,SM-G991,INFO,notification_click,666,2026-05-15 08:08:22
7472,IPHONE-13,INFO,purchase,830,2026-05-15 08:08:22
8816,ONEPLUS-11,DEBUG,login_attempt,1128,2026-05-15 08:08:22
7167,PIXEL-6,WARNING,purchase,1188,2026-05-15 08:08:22
5331,IPHONE-13,ERROR,button_click,624,2026-05-15 08:08:22
9149,IPHONE-13,WARNING,app_open,529,2026-05-15 08:08:22
4215,PIXEL-6,ERROR,api_call,25,2026-05-15 08:08:22
8416,ONEPLUS-11,ERROR,login_attempt,272,2026-05-15 08:08:22
3758,PIXEL-6,INFO,login_attempt,404,2026-05-15 08:08:22
5190,SM-G991,ERROR,login_attempt,838,2026-05-15 08:08:22
6727,PIXEL-6,INFO,login_attempt,1075,2026-05-15 08:08:22
2222,SM-G991,ERROR,app_open,510,2026-05-15 08:08:22
1277,IPHONE-13,INFO,api_call,130,2026-05-15 08:08:22
3761,SM-A52,ERROR,login_attempt,350,2026-05-15 08:08:22
7350,PIXEL-6,DEBUG,purchase,951,2026-05-15 08:08:22
5992,IPHONE-13,ERROR,logout,62,2026-05-15 08:08:22
3588,IPHONE-13,DEBUG,api_call,1393,2026-05-15 08:08:22
6316,IPHONE-13,INFO,button_click,962,2026-05-15 08:08:22
5763,SM-G991,INFO,login_attempt,731,2026-05-15 08:08:22
6455,SM-G991,WARNING,logout,980,2026-05-15 08:08:22
3209,PIXEL-6,DEBUG,logout,1187,2026-05-15 08:08:22
3396,ONEPLUS-11,ERROR,purchase,1084,2026-05-15 08:08:22
7649,SM-A52,DEBUG,app_open,951,2026-05-15 08:08:22
4327,SM-G991,DEBUG,logout,1259,2026-05-15 08:08:22
3888,SM-G991,ERROR,logout,985,2026-05-15 08:08:22
3624,ONEPLUS-11,DEBUG,api_call,430,2026-05-15 08:08:22
4816,SM-G991,WARNING,purchase,1054,2026-05-15 08:08:22
9240,PIXEL-6,DEBUG,notification_click,1035,2026-05-15 08:08:22
4597,ONEPLUS-11,WARNING,notification_click,444,2026-05-15 08:08:22
1681,PIXEL-6,DEBUG,api_call,1416,2026-05-15 08:08:22
9444,ONEPLUS-11,ERROR,app_open,487,2026-05-15 08:08:22
9200,SM-G991,INFO,logout,590,2026-05-15 08:08:22
6878,SM-A52,DEBUG,login_attempt,1100,2026-05-15 08:08:22
3077,IPHONE-13,ERROR,api_call,1293,2026-05-15 08:08:22
8783,ONEPLUS-11,INFO,logout,93,2026-05-15 08:08:22
7993,SM-A52,WARNING,logout,1446,2026-05-15 08:08:22
9022,ONEPLUS-11,DEBUG,login_attempt,842,2026-05-15 08:08:22
8533,SM-G991,ERROR,purchase,1178,2026-05-15 08:08:22
9607,PIXEL-6,DEBUG,app_open,1477,2026-05-15 08:08:22
8063,SM-G991,DEBUG,api_call,81,2026-05-15 08:08:22
4324,ONEPLUS-11,ERROR,logout,436,2026-05-15 08:08:22
9241,SM-A52,DEBUG,app_open,1177,2026-05-15 08:08:22
7822,PIXEL-6,INFO,notification_click,1017,2026-05-15 08:08:22
4261,IPHONE-13,WARNING,logout,241,2026-05-15 08:08:22
6376,SM-A52,ERROR,logout,1108,2026-05-15 08:08:22
1992,SM-G991,INFO,button_click,387,2026-05-15 08:08:22
3541,SM-A52,ERROR,button_click,541,2026-05-15 08:08:22
6209,SM-A52,INFO,purchase,304,2026-05-15 08:08:22
9939,SM-A52,INFO,button_click,1175,2026-05-15 08:08:22
6826,SM-A52,ERROR,logout,919,2026-05-15 08:08:22
5261,SM-G991,DEBUG,login_attempt,14,2026-05-15 08:08:22
6149,SM-G991,DEBUG,login_attempt,1193,2026-05-15 08:08:22
8578,ONEPLUS-11,ERROR,api_call,884,2026-05-15 08:08:22
1513,ONEPLUS-11,DEBUG,app_open,480,2026-05-15 08:08:22
1312,IPHONE-13,ERROR,button_click,677,2026-05-15 08:08:22
4501,SM-G991,INFO,login_attempt,599,2026-05-15 08:08:22
5237,PIXEL-6,WARNING,api_call,1346,2026-05-15 08:08:22
6909,SM-A52,WARNING,logout,1416,2026-05-15 08:08:22
3243,SM-G991,WARNING,button_click,323,2026-05-15 08:08:22
9535,ONEPLUS-11,DEBUG,app_open,293,2026-05-15 08:08:22
5994,SM-A52,DEBUG,purchase,1073,2026-05-15 08:08:22
7708,IPHONE-13,ERROR,api_call,727,2026-05-15 08:08:22
5010,SM-G991,WARNING,app_open,130,2026-05-15 08:08:22
7033,SM-G991,WARNING,purchase,890,2026-05-15 08:08:22
6623,ONEPLUS-11,DEBUG,notification_click,1243,2026-05-15 08:08:22
5958,ONEPLUS-11,DEBUG,logout,1480,2026-05-15 08:08:22
9094,SM-G991,DEBUG,logout,957,2026-05-15 08:08:22
6147,PIXEL-6,ERROR,login_attempt,154,2026-05-15 08:08:22
6387,PIXEL-6,WARNING,notification_click,1399,2026-05-15 08:08:22
9989,IPHONE-13,DEBUG,app_open,223,2026-05-15 08:08:22
1667,ONEPLUS-11,WARNING,notification_click,1355,2026-05-15 08:08:22
7832,SM-A52,INFO,login_attempt,653,2026-05-15 08:08:22
8866,SM-G991,DEBUG,notification_click,1351,2026-05-15 08:08:22
1611,IPHONE-13,WARNING,logout,1305,2026-05-15 08:08:22
5201,ONEPLUS-11,DEBUG,purchase,1387,2026-05-15 08:08:22
2832,ONEPLUS-11,WARNING,api_call,551,2026-05-15 08:08:22
1887,SM-A52,ERROR,api_call,1199,2026-05-15 08:08:22
5300,IPHONE-13,WARNING,logout,144,2026-05-15 08:08:22
8717,PIXEL-6,ERROR,logout,582,2026-05-15 08:08:22
9905,SM-G991,ERROR,notification_click,169,2026-05-15 08:08:22
5627,IPHONE-13,ERROR,logout,547,2026-05-15 08:08:22
1778,SM-G991,DEBUG,login_attempt,289,2026-05-15 08:08:22
8834,PIXEL-6,DEBUG,api_call,1252,2026-05-15 08:08:22
3350,SM-A52,INFO,api_call,1322,2026-05-15 08:08:22
9682,ONEPLUS-11,ERROR,app_open,871,2026-05-15 08:08:22
4642,PIXEL-6,ERROR,logout,857,2026-05-15 08:08:22
8995,IPHONE-13,WARNING,app_open,1446,2026-05-15 08:08:22
4318,SM-A52,ERROR,logout,1339,2026-05-15 08:08:22
7432,SM-G991,DEBUG,purchase,1483,2026-05-15 08:08:22
4751,PIXEL-6,WARNING,login_attempt,714,2026-05-15 08:08:22
3758,SM-A52,ERROR,login_attempt,1244,2026-05-15 08:08:22
6447,SM-A52,WARNING,button_click,901,2026-05-15 08:08:22
5662,SM-A52,ERROR,notification_click,557,2026-05-15 08:08:22
1275,IPHONE-13,WARNING,purchase,1453,2026-05-15 08:08:22
2027,IPHONE-13,ERROR,button_click,868,2026-05-15 08:08:22
9064,SM-A52,ERROR,notification_click,1412,2026-05-15 08:08:22
6292,PIXEL-6,WARNING,api_call,308,2026-05-15 08:08:22
2601,SM-A52,ERROR,button_click,882,2026-05-15 08:08:22
2471,IPHONE-13,INFO,logout,501,2026-05-15 08:08:22
1216,SM-G991,WARNING,api_call,909,2026-05-15 08:08:22
7428,SM-A52,DEBUG,purchase,936,2026-05-15 08:08:22
1085,PIXEL-6,INFO,app_open,1342,2026-05-15 08:08:22
5706,PIXEL-6,ERROR,button_click,420,2026-05-15 08:08:22
4441,PIXEL-6,ERROR,app_open,665,2026-05-15 08:08:22
4279,SM-A52,DEBUG,api_call,1161,2026-05-15 08:08:22
6732,ONEPLUS-11,ERROR,purchase,276,2026-05-15 08:08:22
4526,IPHONE-13,ERROR,api_call,1045,2026-05-15 08:08:22
9313,SM-G991,WARNING,login_attempt,1388,2026-05-15 08:08:22
1961,SM-A52,WARNING,button_click,1345,2026-05-15 08:08:22
3468,IPHONE-13,ERROR,button_click,537,2026-05-15 08:08:22
1494,IPHONE-13,DEBUG,login_attempt,445,2026-05-15 08:08:22
5097,PIXEL-6,DEBUG,button_click,498,2026-05-15 08:08:22
4448,IPHONE-13,ERROR,api_call,146,2026-05-15 08:08:22
2791,PIXEL-6,INFO,purchase,1333,2026-05-15 08:08:22
6643,ONEPLUS-11,WARNING,login_attempt,1395,2026-05-15 08:08:22
9431,PIXEL-6,INFO,purchase,87,2026-05-15 08:08:22
9864,SM-G991,ERROR,purchase,1229,2026-05-15 08:08:22
8214,ONEPLUS-11,ERROR,login_attempt,711,2026-05-15 08:08:22
1157,IPHONE-13,WARNING,logout,247,2026-05-15 08:08:22
3577,SM-A52,DEBUG,notification_click,839,2026-05-15 08:08:22
2841,SM-G991,INFO,app_open,567,2026-05-15 08:08:22
5170,ONEPLUS-11,INFO,app_open,454,2026-05-15 08:08:22
8058,IPHONE-13,INFO,app_open,487,2026-05-15 08:08:22
1006,PIXEL-6,WARNING,logout,1157,2026-05-15 08:08:22
6800,SM-G991,ERROR,app_open,974,2026-05-15 08:08:22
2828,IPHONE-13,DEBUG,button_click,1283,2026-05-15 08:08:22
1148,ONEPLUS-11,ERROR,notification_click,1318,2026-05-15 08:08:22
3137,SM-A52,INFO,api_call,1221,2026-05-15 08:08:22
3225,IPHONE-13,ERROR,notification_click,1356,2026-05-15 08:08:22
7527,SM-A52,WARNING,button_click,1144,2026-05-15 08:08:22
3956,PIXEL-6,INFO,api_call,1170,2026-05-15 08:08:22
4829,SM-A52,ERROR,api_call,1242,2026-05-15 08:08:22
3590,IPHONE-13,INFO,notification_click,910,2026-05-15 08:08:22
6053,IPHONE-13,WARNING,app_open,585,2026-05-15 08:08:22
4136,IPHONE-13,ERROR,login_attempt,1281,2026-05-15 08:08:22
8897,PIXEL-6,ERROR,notification_click,797,2026-05-15 08:08:22
2806,ONEPLUS-11,INFO,purchase,521,2026-05-15 08:08:22
1679,SM-A52,WARNING,login_attempt,802,2026-05-15 08:08:22
4845,IPHONE-13,ERROR,purchase,1410,2026-05-15 08:08:22
4748,IPHONE-13,INFO,logout,794,2026-05-15 08:08:22
3950,SM-G991,WARNING,login_attempt,364,2026-05-15 08:08:22
4579,PIXEL-6,INFO,api_call,119,2026-05-15 08:08:22
